"N","Author","Year","Phase1.m.ori","Phase1.m","Experimental.setting","rr","var","hop_code","hop_score","provenance_confidence","decisive_basis","inherited_rule_id","coder"
"542","Liang et al. 2020","2020","Field","Field","Field","0.080659055","0.057573991","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"543","Liang et al. 2020","2020","Field","Field","Field","-1.096449398","0.216383124","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"544","Liang et al. 2020","2020","Field","Field","Field","-0.27541198","0.155360049","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"545","Liang et al. 2020","2020","Field","Field","Field","-0.084712756","0.036541858","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"546","Liang et al. 2020","2020","Field","Field","Field","-0.166202817","0.036273406","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"547","Liang et al. 2020","2020","Field","Field","Field","0.335294889","0.058758009","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"548","Liang et al. 2020","2020","Field","Field","Field","-0.05491517","0.025572168","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"549","Liang et al. 2020","2020","Field","Field","Field","0.220385123","0.04013511","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"550","Liang et al. 2020","2020","Field","Field","Field","0.253012515","0.06972415","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"551","Liang et al. 2020","2020","Field","Field","Field","0.425754856","0.043054163","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"552","Liang et al. 2020","2020","Field","Field","Field","0.151682837","0.023919983","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"553","Liang et al. 2020","2020","Field","Field","Field","0.350158756","0.032922174","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"554","Liang et al. 2020","2020","Field","Field","Field","0.458148911","0.008716498","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"555","Liang et al. 2020","2020","Field","Field","Field","0.237142237","0.027367426","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"556","Liang et al. 2020","2020","Field","Field","Field","1.051907946","0.039066811","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"557","Liang et al. 2020","2020","Field","Field","Field","-0.164736165","0.043377434","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"558","Liang et al. 2020","2020","Field","Field","Field","0.270396319","0.029183075","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"559","Liang et al. 2020","2020","Field","Field","Field","0.212217236","0.034878825","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"560","Liang et al. 2020","2020","Field","Field","Field","0.162085377","0.029989218","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"561","Liang et al. 2020","2020","Field","Field","Field","0.325321251","0.01139714","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"562","Liang et al. 2020","2020","Field","Field","Field","0.298862089","0.005209543","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"563","Liang et al. 2020","2020","Field","Field","Field","-0.22716018","0.030860979","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"564","Liang et al. 2020","2020","Field","Field","Field","0.717142686","0.004738805","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"565","Liang et al. 2020","2020","Field","Field","Field","-0.899683942","0.066588762","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"566","Liang et al. 2020","2020","Field","Field","Field","-0.304905173","0.068284527","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"567","Liang et al. 2020","2020","Field","Field","Field","-0.970663507","0.079092456","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"568","Liang et al. 2020","2020","Field","Field","Field","-0.630950245","0.03383909","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"569","Liang et al. 2020","2020","Field","Field","Field","-0.665835098","0.038829518","H1","1","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Field.","B-H1-001","coder-b"
"570","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.05124706","0.002086988","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"571","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.073406447","0.002413025","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"572","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.006151726","0.000836905","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"573","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.055322029","0.001596601","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"574","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.075143219","0.000578282","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"575","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.150715067","0.031920372","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"576","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.057948823","0.0068173","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"577","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.029412452","0.00630152","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"578","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.012132366","0.02429229","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"579","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.032555985","0.008489287","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"580","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.145102097","0.011446382","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"581","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.117488868","0.006152124","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"582","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.08616136","0.005732496","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"583","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.064632973","0.007029123","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"584","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.043308043","0.019276538","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"585","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.022597527","0.010909923","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"586","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.067358554","0.031483084","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"587","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.020493452","0.053582529","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"588","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.095552781","0.023591829","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"589","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.109642722","0.02087363","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"590","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.035513158","0.024104166","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"591","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.093284245","0.025261815","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"592","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.01611498","0.032552615","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"593","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.045868493","0.02248271","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"594","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.194475183","0.029773664","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"595","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.016625776","0.028530777","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"596","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.110993865","0.016476341","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"597","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.001708794","0.050810208","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"598","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.310490831","0.019223196","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"599","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.24490541","0.019961577","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"600","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.317828125","0.016742218","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"601","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.179781315","0.033790745","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"602","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.121364665","0.027279435","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"603","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.100906454","0.033451789","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"604","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.176024885","0.014143987","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"605","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.121699576","0.00689022","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"606","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.035124639","0.007630707","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"607","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.026033247","0.01304046","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"608","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.019231204","0.008010653","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"609","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.16460006","0.009982226","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"610","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.112716442","0.010529267","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"611","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.257440012","0.007397148","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"612","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.180830842","0.025207792","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"613","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.180920372","0.006423471","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"614","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.396039378","0.217816056","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"615","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.432459669","0.261391115","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"616","Segnitz et al. 2020","2020","Field","Field","Greenhouse","-0.097447697","0.164678224","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"617","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.28355816","0.211512198","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"618","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.023758313","0.141024723","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"619","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.356798349","0.152595966","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
"620","Segnitz et al. 2020","2020","Field","Field","Greenhouse","0.433051288","0.176929147","H2","2","high","Approach=Self-Other; F.H=Field; Phase1.m.ori=Field; Phase1.m=Field; Experimental.setting=Greenhouse.","B-H2-002","coder-b"
